ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM FUEL TRIM BANK 1,FUEL_ECONOMY,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT_TERM_FUEL_TRIM_BANK_1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui
917,1.51E+12,-586.573.316,-3.518.495.674,31,control2,101,95,52.9,73.3,4,1506,48,15.87,,,,,31,,54,,-1.6,1:56:19,31.8,MIL is OFF0 codes,,,,
918,1.51E+12,-58.654.822,-3.518.542.562,31,control2,101,95,52.9,42.7,4,1516,31,9.06,,,,,31,,56,,2.3,1:56:23,27.5,MIL is OFF0 codes,,,,
919,1.51E+12,-586.522.125,-3.518.591.307,32,control2,101,95,52.9,17.6,4,1522,58,4.04,,,,,31,,57,,0,1:56:27,21.6,MIL is OFF0 codes,,,,
920,1.51E+12,-586.494.651,-351.863.909,30,control2,101,94,52.2,44.3,4,1555,46,8.03,,,,,,,57,,5.5,1:56:31,28.2,MIL is OFF0 codes,,,,
921,1.51E+12,-586.470.287,-3.518.692.966,29,control2,101,94,52.5,100,4,1556,50,24.45,,,,,31,,58,,4.7,1:56:35,35.7,MIL is OFF0 codes,,,,
922,1.51E+12,-586.443.065,-3.518.744.766,27,control2,101,93,53.3,100,4,1601,48,27.1,,,,,31,,59,,-3.1,1:56:39,36.9,,,,,
923,1.51E+12,-586.412.417,-3.518.794.336,29,control2,101,93,54.1,94.1,4,1623,49,26.08,,,,,31,,60,,-6.2,1:56:43,35.7,MIL is OFF0 codes,,,,
924,1.51E+12,-586.377.928,-3.518.842.751,31,control2,101,93,54.1,18.4,4,1649,27,3.43,,,,,31,,58,,0.8,1:56:47,20.8,MIL is OFF0 codes,,,,
925,1.51E+12,-586.339.958,-3.518.889.417,31,control2,101,92,53.3,19.6,4,994,34,8.08,,,,,31,,56,,7,1:56:51,27.1,MIL is OFF0 codes,,,,
926,1.51E+12,-586.305.817,-3.518.933.531,31,control2,101,92,52.9,16.9,4,1543,34,4.13,,,,,31,,56,,5.5,1:56:55,21.6,,,,,
927,1.51E+12,-586.270.098,-3.518.978.037,31,control2,101,91,52.2,18.8,4,1546,36,4.66,,,,,31,,56,,0,1:56:59,22.4,MIL is OFF0 codes,,,,
928,1.51E+12,-586.236.303,-3.519.022.288,30,control2,101,91,50.6,19.6,4,1522,42,3.95,,,,,31,,56,,3.1,1:57:03,20.8,MIL is OFF0 codes,,,,
929,1.51E+12,-586.202.588,-3.519.066.318,32,control2,101,90,50.2,42.4,4,1538,40,8.19,,,,,31,,58,,9.4,1:57:07,29,MIL is OFF0 codes,,67.1,1,
930,1.51E+12,-58.616.716,-3.519.111.096,31,control2,101,90,50.6,100,4,1610,24,21.97,,,,,31,,58,,0,1:57:11,36.1,MIL is OFF0 codes,,55.3,1,
931,1.51E+12,-58.613.015,-3.519.157.807,31,control2,101,89,51.8,72.5,4,1596,33,16.57,,,,,31,,58,,-6.2,1:57:15,32.2,MIL is OFF0 codes,,64.7,1,
932,1.51E+12,-586.094.357,-3.519.203.391,34,control2,101,89,52.2,50.2,4,1571,36,13.52,,,,,31,,56,,1.6,1:57:19,30.6,MIL is OFF0 codes,,,,
933,1.51E+12,-586.059.493,-3.519.249.066,33,control2,101,88,52.5,15.3,4,1542,40,3.86,,,,,31,,55,,8.6,1:57:23,21.2,MIL is OFF0 codes,,,,
934,1.51E+12,-58.602.597,-3.519.292.839,30,control2,101,88,51,21.6,4,1521,40,3.6,,,,,31,,55,,7.8,1:57:27,19.6,MIL is OFF0 codes,,,,
935,1.51E+12,-585.991.468,-351.933.496,31,control2,101,88,50.6,35.3,4,1517,40,27.61,,,,,31,,55,,8.6,1:57:31,35.3,MIL is OFF0 codes,,,,
936,1.51E+12,-585.957.335,-3.519.379.989,32,control2,101,87,51.4,90.2,4,1526,40,24.69,,,,,31,,56,,-3.9,1:57:35,35.3,MIL is OFF0 codes,,,,
937,1.51E+12,-585.922.294,-35.194.247,34,control2,101,87,51.8,61.6,4,1532,42,14.3,,,,,31,,56,,-5.5,1:57:39,31,MIL is OFF0 codes,,,,
938,1.51E+12,-585.888.025,-3.519.469.066,34,control2,101,86,51.8,61.6,4,1531,41,14.52,,,,,31,,56,,0,1:57:43,31,MIL is OFF0 codes,,,,
939,1.51E+12,-585.852.757,-3.519.512.629,34,control2,101,86,52.2,68.2,4,1525,56,15.37,,,,,31,,57,,0.8,1:57:47,31.8,MIL is OFF0 codes,,,,
940,1.51E+12,-585.781.485,-3.519.604.084,37,control2,101,86,52.9,23.5,4,1583,36,2.52,,,,,31,,59,,12.5,1:57:51,18.4,MIL is OFF0 codes,,,,
941,1.51E+12,-585.744.257,-3.519.650.534,35,control2,101,85,52.2,77.3,4,1625,36,22.05,,,,,31,,59,,12.5,1:57:55,34.5,MIL is OFF0 codes,,,,
942,1.51E+12,-585.707.996,-3.519.694.831,35,control2,101,85,51.4,18,4,1608,19,3.72,,,,,31,,53,,10.9,1:57:59,18.8,MIL is OFF0 codes,,,,
943,1.51E+12,-585.678.586,-351.973.233,36,control2,101,85,51,100,4,1350,26,38.99,,,,,31,,44,,0,1:58:03,40,MIL is OFF0 codes,,,,
944,1.51E+12,-585.654.654,-3.519.768.409,37,control2,101,85,52.2,78.8,4,1057,51,21.11,,,,,31,,42,,2.3,1:58:07,33.7,MIL is OFF0 codes,,,,
945,1.51E+12,-585.629.337,-3.519.802.641,40,control2,101,84,53.3,22,4,1417,68,4.86,,,,,31,,43,,-1.6,1:58:11,22,MIL is OFF0 codes,,,,
946,1.51E+12,-585.603.184,-3.519.837.867,41,control2,101,84,52.9,70.6,4,1482,26,13.33,,,,,31,,44,,7,1:58:16,31,MIL is OFF0 codes,,,,
947,1.51E+12,-585.576.436,-3.519.872.606,41,control2,101,84,53.3,76.9,4,1470,36,16.04,,,,,31,,43,,-3.9,1:58:19,32.2,MIL is OFF0 codes,,,,
948,1.51E+12,-585.546.094,-3.519.905.811,40,control2,101,84,53.7,48.2,4,1434,50,6.52,,,,,31,,45,,0,1:58:23,23.9,MIL is OFF0 codes,,,,
949,1.51E+12,-585.515.081,-3.519.942.653,41,control2,101,84,52.2,19.6,4,1567,20,3.48,,,,,31,,47,,9.4,1:58:28,19.6,MIL is OFF0 codes,,,,
950,1.51E+12,-585.489.627,-3.519.975.115,43,control2,101,84,47.8,20.8,4,1489,35,3.68,,,,,32,,37,,10.2,1:58:31,20.4,MIL is OFF0 codes,,,,
951,1.51E+12,-585.470.479,-3.520.002.423,44,control2,101,84,46.7,100,4,1793,20,24.72,,,,,31,,30,,0.8,1:58:36,37.3,MIL is OFF0 codes,,,,
952,1.51E+12,-585.451.357,-3.520.012.508,44,control2,101,84,48.6,16.9,4,1272,49,3.78,,,,,32,,24,,4.7,1:58:40,20.4,MIL is OFF0 codes,,,,
953,1.51E+12,-585.419.598,-3.519.999.917,45,control2,101,83,49,40.4,4,1426,58,4.51,,,,,31,,40,,-3.9,1:58:44,20.8,MIL is OFF0 codes,,,,
954,1.51E+12,-5.853.818,-3.519.973.199,45,control2,101,83,47.8,34.5,4,1493,37,4.15,,,,,31,,49,,-10.2,1:58:48,20.4,MIL is OFF0 codes,,,,
955,1.51E+12,-585.334.791,-3.519.948.738,46,control2,101,83,47.8,40,4,1654,20,4.41,,,,,31,,46,,-2.3,1:58:52,21.2,MIL is OFF0 codes,,,,
956,1.51E+12,-585.291.083,-351.993.895,40,control2,101,83,48.2,42.4,4,1479,20,4.8,,,,,32,,38,,-7,1:58:56,21.6,MIL is OFF0 codes,,,,
957,1.51E+12,-585.263.174,-3.519.925.739,38,control2,101,83,47.1,35.3,4,1137,34,4.16,,,,,32,,30,,0,1:59:00,20.4,MIL is OFF0 codes,,,,
958,1.51E+12,-585.231.496,-3.519.916.932,37,control2,101,83,47.8,36.5,4,1509,61,3.89,,,,,31,,34,,-3.1,1:59:04,20.4,MIL is OFF0 codes,,,,
959,1.51E+12,-58.519.793,-3.519.893.788,34,control2,101,83,54.5,100,4,1801,35,15.95,,,,,31,,39,,0.8,1:59:08,34.1,MIL is OFF0 codes,,,,
960,1.51E+12,-585.165.292,-3.519.880.306,35,control2,101,82,58.8,91.4,4,1861,18,28.09,,,,,31,,32,,-5.5,1:59:12,36.5,MIL is OFF0 codes,,,,
961,1.51E+12,-585.132.759,-3.519.877.884,34,control2,101,82,58,78.4,4,1513,19,26.2,,,,,31,,25,,-1.6,1:59:16,35.3,MIL is OFF0 codes,,,,
962,1.51E+12,-585.110.293,-3.519.870.063,37,control2,101,82,56.9,82.4,4,1198,59,23.82,,,,,31,,29,,-2.3,1:59:20,34.9,MIL is OFF0 codes,,,,
963,1.51E+12,-585.081.839,-3.519.857.846,38,control2,101,82,56.1,83.9,4,1500,20,26.31,,,,,31,,27,,1.6,1:59:24,35.7,MIL is OFF0 codes,,,,
964,1.51E+12,-585.063.631,-3.519.851.757,39,control2,101,82,55.3,76.5,4,972,33,24.14,,,,,32,,14,,-3.9,1:59:28,34.5,MIL is OFF0 codes,,,,
965,1.51E+12,-585.049.927,-3.519.842.332,36,control2,101,82,54.5,49.8,4,1241,54,15.71,,,,,31,,26,,3.9,1:59:32,31.8,MIL is OFF0 codes,,,,
966,1.51E+12,-585.024.077,-3.519.834.446,35,control2,101,82,53.7,62.4,4,1630,58,20.16,,,,,31,,34,,3.9,1:59:36,33.3,MIL is OFF0 codes,,,,
967,1.51E+12,-584.993.399,-3.519.820.402,36,control2,,82,53.3,64.3,4,1734,21,19.89,,,,,31,,27,,3.1,1:59:40,33.3,MIL is OFF0 codes,,,,
968,1.51E+12,-584.968.642,-3.519.806.741,37,control2,101,82,52.9,37.6,4,1419,41,12.11,,,,,31,,36,,7,1:59:44,29.8,MIL is OFF0 codes,,,,
969,1.51E+12,-584.940.252,-3.519.786.976,37,control2,101,83,52.2,37.6,4,1764,20,7.73,,,,,31,,36,,0,1:59:48,25.9,MIL is OFF0 codes,,,,
970,1.51E+12,-584.904.067,-3.519.774.333,36,control2,101,83,51.4,19.2,4,1746,51,5.17,,,,,31,,31,,0,1:59:52,23.1,MIL is OFF0 codes,,,,
971,1.51E+12,-584.870.422,-3.519.764.403,41,control2,101,83,50.2,38.8,4,1721,81,3.69,,,,,31,,45,,0,1:59:56,19.6,MIL is OFF0 codes,,,,
972,1.51E+12,-584.819.584,-3.519.747.386,41,control2,101,83,46.7,39.2,4,1867,67,23.46,,,,,30,,54,,0,2:00:00,54.9,MIL is OFF0 codes,,,,
973,1.51E+12,-584.769.411,-3.519.723.727,40,control2,101,83,48.6,100,4,1678,43,44.65,,,,,31,,,,0,2:00:04,83.5,MIL is OFF0 codes,,,,
974,1.51E+12,-584.719.917,-351.970.408,37,control2,101,83,50.6,100,4,1559,49,36.94,,,,,31,,56,,3.9,2:00:08,67.1,MIL is OFF0 codes,,,,
975,1.51E+12,-584.663.487,-351.968.927,37,control2,101,83,51.4,60.8,4,1524,51,19.23,,,,,31,,54,,0,2:00:12,31.8,MIL is OFF0 codes,,,,
976,1.51E+12,-584.615.211,-3.519.664.126,37,control2,101,83,49.8,18,4,1468,52,4.32,,,,,31,,51,,10.2,2:00:16,21.6,MIL is OFF0 codes,,,,
977,1.51E+12,-584.567.327,-3.519.641.258,43,control2,101,83,47.8,54.1,4,1428,58,10.05,,,,,31,,52,,3.9,2:00:20,32.2,MIL is OFF0 codes,,,,
978,1.51E+12,-584.518.078,-3.519.619.028,44,control2,101,83,47.8,100,4,1434,61,40.78,,,,,31,,56,,2.3,2:00:24,83.5,MIL is OFF0 codes,,,,
979,1.51E+12,-584.466.822,-3.519.599.009,40,control2,101,83,50.2,100,4,1572,18,55.56,,,,,31,,57,,6.2,2:00:28,83.5,MIL is OFF0 codes,,,,
980,1.51E+12,-584.412.631,-3.519.582.845,38,control2,101,83,52.2,100,4,1519,21,34.16,,,,,31,,49,,-2.3,2:00:32,40.4,MIL is OFF0 codes,,,,
981,1.51E+12,-584.370.846,-3.519.568.869,39,control2,101,83,51.4,16.9,4,1267,67,4.04,,,,,31,,48,,7,2:00:36,23.1,MIL is OFF0 codes,,,,
982,1.51E+12,-584.326.056,-3.519.545.271,41,control2,101,82,51.8,100,4,1648,81,30.6,,,,,30,,53,,5.5,2:00:40,42.7,MIL is OFF0 codes,,,,
983,1.51E+12,-584.280.027,-3.519.520.232,41,control2,101,82,52.5,83.1,,1781,81,27.21,,,,,30,,55,,-0.8,2:00:44,35.7,MIL is OFF0 codes,,,,
984,1.51E+12,-584.226.674,-3.519.504.334,45,control2,101,82,52.9,24.7,4,1831,29,6.48,,,,,30,,53,,0,2:00:48,25.5,MIL is OFF0 codes,,,,
985,1.51E+12,-584.176.889,-3.519.499.466,46,control2,101,82,52.2,16.5,4,1345,20,3.83,,,,,31,,46,,0,2:00:52,22,MIL is OFF0 codes,,,,
986,1.51E+12,-584.129.687,-3.519.501.741,47,control2,101,83,47.8,16.5,4,1285,31,4.15,,,,,31,,53,,3.9,2:00:56,20.8,MIL is OFF0 codes,,,,
987,1.51E+12,-58.407.189,-3.519.499.008,43,control2,101,83,46.7,100,4,1496,20,24.73,,,,,31,,58,,0.8,2:01:00,,MIL is OFF0 codes,,,,
988,1.51E+12,-584.015.777,-3.519.512.405,40,control2,101,83,49,100,4,1615,20,42.81,,,,,31,,53,,1.6,2:01:04,43.5,MIL is OFF0 codes,,,,
989,1.51E+12,-583.972.225,-3.519.537.047,37,control2,101,82,50.6,100,4,1368,20,30.22,,,,,31,,44,,-3.1,2:01:08,37.6,MIL is OFF0 codes,,,,
990,1.51E+12,-583.935.455,-3.519.563.984,36,control2,101,82,51.4,76.5,4,1202,87,25.36,,,,,31,,49,,-1.6,2:01:12,34.9,MIL is OFF0 codes,4300,,,
991,1.51E+12,-58.389.408,-3.519.593.256,35,control2,101,82,51.4,43.9,4,1384,83,,,,,,30,,54,,-1.6,2:01:16,30.2,MIL is OFF0 codes,4300,,,
992,1.51E+12,-583.847.045,-3.519.625.312,36,control2,101,82,51.4,18,4,1475,58,5.23,,,,,30,,55,,0,2:01:20,23.1,MIL is OFF0 codes,4300,,,
993,1.51E+12,-58.380.349,-3.519.655.171,36,control2,101,82,51.4,18,4,1530,20,4.5,,,,,30,,56,,0,2:01:24,22,MIL is OFF0 codes,,,,
994,1.51E+12,-58.375.833,-3.519.685.828,37,control2,101,82,50.6,18.8,4,1476,21,3.8,,,,,31,,43,,5.5,2:01:28,20.8,MIL is OFF0 codes,,,,
995,1.51E+12,-583.721.475,-3.519.711.253,38,control2,101,82,47.5,28.6,4,1174,75,3.31,,,,,31,,42,,7.8,2:01:32,22.7,MIL is OFF0 codes,,,,
996,1.51E+12,-583.688.559,-3.519.732.315,37,control2,101,82,45.9,41.6,4,2066,73,4.31,,,,,30,,52,,6.2,2:01:36,20.4,MIL is OFF0 codes,,,,
997,1.51E+12,-583.652.153,-351.977.413,37,control2,101,82,46.3,40.4,4,1791,44,4.59,,,,,30,,56,,-3.1,2:01:40,20.8,MIL is OFF0 codes,,,,
998,1.51E+12,-583.616.226,-3.519.820.372,32,control2,101,82,46.7,42,4,1568,51,4.58,,,,,30,,57,,1.6,2:01:44,21.2,MIL is OFF0 codes,,,,
999,1.51E+12,-583.580.866,-3.519.866.912,35,control2,101,82,47.8,22,4,1571,51,4.04,,,,,30,,57,,7,2:01:48,20.8,MIL is OFF0 codes,,,,
1000,1.51E+12,-583.545.427,-35.199.119,36,control2,101,82,47.8,58.8,4,1557,57,14.17,,,,,30,,55,,-0.8,2:01:52,31.4,,,,,
1001,1.51E+12,-583.512.286,-3.519.955.601,37,control2,101,82,50.2,92.9,4,1499,61,45.37,,,,,30,,52,,0,2:01:56,39.6,MIL is OFF0 codes,,,,
1002,1.51E+12,-583.480.895,-3.519.997.822,41,control2,101,82,51,18.4,4,1425,43,6.05,,,,,,,50,,0,2:02:00,23.9,,,,,
1003,1.51E+12,-583.451.474,-3.520.038.513,42,control2,101,83,50.6,18,4,1691,52,4.71,,,,,30,,54,,11.7,2:02:04,23.9,,,,,
1004,1.51E+12,-583.417.512,-3.520.082.193,40,control2,101,83,51.8,100,4,1811,41,51.09,,,,,30,,57,,0,2:02:08,42.7,,,,,
1005,1.51E+12,-583.383.044,-3.520.128.657,39,control2,101,83,52.9,100,4,1896,38,41.34,,,,,30,,57,,-3.1,2:02:12,43.5,,,,,
1006,1.51E+12,-583.348.422,-3.520.174.888,39,control2,101,83,54.5,100,4,1912,33,51.56,,,,,,,57,,-4.7,2:02:16,45.1,,,,,
1007,1.51E+12,-583.314.849,-3.520.216.606,38,control2,101,82,54.9,59.2,4,1851,19,15.58,,,,,30,,50,,-4.7,2:02:20,31.4,,,,,
1008,1.51E+12,-583.287.193,-3.520.252.739,38,control2,101,82,54.5,51.4,4,1012,20,15,,,,,,,37,,-3.1,2:02:24,31.4,MIL is OFF0 codes,,,,
1009,1.51E+12,-583.264.622,-3.520.284.279,37,control2,101,82,54.1,51,4,1818,20,15.74,,,,,30,,34,,-3.1,2:02:28,31.8,MIL is OFF0 codes,,,,
1010,1.51E+12,-583.251.375,-3.520.308.888,38,control2,101,82,53.7,32.2,4,1311,68,10.61,,,,,31,,21,,0,2:02:32,29.4,MIL is OFF0 codes,,,,
1011,1.51E+12,-583.239.448,-3.520.335.042,41,control2,101,82,53.3,27.5,4,2284,66,8.48,,,,,30,,34,,8.6,2:02:37,27.1,MIL is OFF0 codes,,,,
1012,1.51E+12,-583.224.487,-3.520.368.394,45,control2,101,82,52.2,15.7,4,1731,65,6.01,,,,,30,,40,,0,2:02:41,25.9,MIL is OFF0 codes,,,,
1013,1.51E+12,-583.211.597,-3.520.405.651,47,control2,101,83,49.4,18,4,1744,19,4.01,,,,,30,,37,,0,2:02:45,21.6,MIL is OFF0 codes,,,,
1014,1.51E+12,-583.198.434,-352.043.906,46,control2,101,83,48.6,100,4,1186,67,30.82,,,,,30,,40,,0,2:02:49,64.7,MIL is OFF0 codes,,,,
1015,1.51E+12,-583.183.399,-3.520.479.085,45,control2,101,83,51.4,100,4,1424,49,54.23,,,,,30,,49,,0,2:02:53,83.5,MIL is OFF0 codes,,,,
1016,1.51E+12,-583.164.741,-3.520.525.772,43,control2,101,84,52.9,19.6,4,1678,19,9.29,,,,,30,,49,,0,2:02:57,27.8,MIL is OFF0 codes,,64.7,1,
1017,1.51E+12,-583.150.352,-352.056.749,40,control2,101,84,52.2,61.2,4,1353,21,17.98,,,,,31,,21,,-8.6,2:03:01,32.2,MIL is OFF0 codes,,68.6,1,
1018,1.51E+12,-583.157.106,-3.520.581.637,40,control2,101,83,52.2,27.8,4,1236,58,5.41,,,,,31,,15,,0,2:03:05,23.1,MIL is OFF0 codes,,74.9,1,
1019,1.51E+12,-583.165.259,-3.520.564.989,41,control2,101,83,51.8,18,4,1499,25,5.39,,,,,30,,22,,0,2:03:09,23.1,MIL is OFF0 codes,,63.9,1,
1020,1.51E+12,-583.176.814,-3.520.551.683,41,control2,101,83,51,17.6,4,1508,32,5.25,,,,,31,,12,,10.9,2:03:13,26.3,MIL is OFF0 codes,,63.5,1,
1021,1.51E+12,-583.187.513,-352.056.265,41,control2,101,83,51.4,20,4,776,33,5.94,,,,,31,,20,,0,2:03:17,23.9,MIL is OFF0 codes,,76.5,1,
1022,1.51E+12,-583.208.885,-3.520.563.739,39,control2,101,84,50.6,19.2,4,816,33,4.54,,,,,32,,17,,0,2:03:21,22,MIL is OFF0 codes,,,,
1023,1.51E+12,-583.218.796,-3.520.568.498,41,control2,101,84,49.4,33.7,4,782,42,3.77,,,,,32,,11,,3.9,2:03:25,20,MIL is OFF0 codes,,,,
1024,1.51E+12,-58.320.989,-3.520.572.019,41,control2,101,84,48.6,20.4,4,810,35,5.12,,,,,32,,,,0,2:03:29,23.1,MIL is OFF0 codes,,,,
1025,1.51E+12,-58.320.989,-3.520.572.019,41,control2,101,84,48.2,94.9,4,814,32,25.55,,,,,32,,0,,7.8,2:03:33,36.5,MIL is OFF0 codes,,,,
1026,1.51E+12,-58.320.989,-3.520.572.019,41,control2,101,85,49.8,56.9,4,778,33,20.22,,,,,32,,0,,-0.8,2:03:37,32.9,MIL is OFF0 codes,,,,
1027,1.51E+12,-583.178.508,-3.520.539.945,46,control3,100,85,50.2,18,3,1036,72,7.01,,,,,33,,17,,1.6,0:00:23,25.9,MIL is OFF0 codes,,,,
1028,1.51E+12,-583.182.596,-352.051.593,47,control3,100,85,50.2,18.8,3,2088,86,6.34,,,,,32,,38,,0,0:00:28,24.7,,,,,
1029,1.51E+12,-583.191.855,-3.520.483.044,48,control3,100,84,49,18.4,3,2756,86,4.59,,,,,32,,44,,8.6,0:00:32,22,,,,,
1030,1.51E+12,-583.208.584,-3.520.441.405,49,control3,99,84,50.2,100,3,2370,36,24,,,,,32,,59,,0,0:00:36,30.2,,,,,
1031,1.51E+12,-583.229.141,-3.520.387.056,48,control3,99,84,50.6,65.9,3,1975,65,22.14,,,,,32,,65,,-0.8,0:00:40,32.9,MIL is OFF0 codes,,,,
1032,1.51E+12,-583.253.724,-3.520.324.536,48,control3,99,84,51,27.8,3,2273,32,7.53,,,,,32,,70,,-0.8,0:00:44,27.5,MIL is OFF0 codes,,,,
1033,1.51E+12,-583.291.858,-3.520.265.761,47,control3,99,84,51,28.6,3,1951,66,5.05,,,,,32,,74,,10.2,0:00:48,21.2,MIL is OFF0 codes,,,,
1034,1.51E+12,-583.339.014,-3.520.207.205,45,control3,99,84,51,16.9,3,2052,64,4.04,,,,,32,,77,,1.6,0:00:52,21.6,MIL is OFF0 codes,,,,
1035,1.51E+12,-583.387.323,-3.520.145.609,44,control3,99,84,51,32.2,3,2126,34,9.36,,,,,33,,78,,7,0:00:56,28.2,MIL is OFF0 codes,,,,
1036,1.51E+12,-583.435.057,-3.520.083.323,43,control3,99,83,51.8,97.6,3,2080,46,35.97,,,,,33,,76,,-6.2,0:01:00,38,MIL is OFF0 codes,,,,
1037,1.51E+12,-583.480.851,-352.002.325,43,control3,99,83,51,20.4,3,2057,52,6.56,,,,,33,,77,,3.9,0:01:04,24.7,MIL is OFF0 codes,,,,
1038,1.51E+12,-583.528.636,-3.519.960.852,40,control3,99,83,47.1,41.2,3,2140,22,4.82,,,,,33,,80,,3.1,0:01:08,21.2,MIL is OFF0 codes,,,,
1039,1.51E+12,-583.577.952,-3.519.896.433,38,control3,99,82,47.1,38.4,3,2201,23,4.29,,,,,33,,79,,-3.1,0:01:12,20.4,MIL is OFF0 codes,,,,
1040,1.51E+12,-583.627.019,-3.519.833.171,37,control3,99,82,47.1,40.8,3,2160,22,4.37,,,,,33,,70,,0,0:01:16,20.4,MIL is OFF0 codes,,,,
1041,1.51E+12,-583.671.883,-3.519.777.306,36,control3,99,81,47.5,37.6,3,1844,18,4.15,,,,,33,,60,,0,0:01:20,20.4,MIL is OFF0 codes,,,,
1042,1.51E+12,-583.715.112,-3.519.736.988,35,control3,99,80,47.8,35.7,3,815,20,4.16,,,,,34,,34,,2.3,0:01:24,20.4,MIL is OFF0 codes,,,,
1043,1.51E+12,-583.743.005,-351.971.637,34,control3,100,80,48.2,56.9,3,1712,101,10.59,,,,,34,,44,,3.9,0:01:28,29.4,MIL is OFF0 codes,,,,
1044,1.51E+12,-583.778.305,-3.519.690.164,34,control3,99,79,49.8,100,3,2391,100,55.7,,,,,33,,61,,3.1,0:01:32,43.9,MIL is OFF0 codes,,,,
1045,1.51E+12,-583.826.355,-3.519.654.748,36,control3,100,79,51.4,100,3,2115,68,12.19,,,,,33,,70,,9.4,0:01:37,26.7,MIL is OFF0 codes,,,,
1046,1.51E+12,-583.883.342,-3.519.615.046,36,control3,100,79,52.5,100,3,2324,19,56.44,,,,,33,,64,,2.3,0:01:41,49.4,MIL is OFF0 codes,,,,
1047,1.51E+12,-583.935.622,-351.957.584,35,control3,100,80,53.3,100,3,1785,31,40.71,,,,,33,,39,,1.6,0:01:44,42,MIL is OFF0 codes,,,,
1048,1.51E+12,-58.397.137,-3.519.550.223,33,control3,100,80,53.7,100,3,1010,21,38.49,,,,,33,,43,,-2.3,0:01:48,39.2,MIL is OFF0 codes,,,,
1049,1.51E+12,-584.008.567,-351.953.068,32,control3,100,80,53.7,41.2,3,2238,96,15.59,,,,,33,,53,,-5.5,0:01:53,31.4,MIL is OFF0 codes,,,,
1050,1.51E+12,-58.405.726,-3.519.516.257,34,control3,99,81,53.3,52.9,3,2735,94,20.05,,,,,32,,61,,-3.9,0:01:56,32.9,MIL is OFF0 codes,,,,
1051,1.51E+12,-584.115.185,-3.519.512.976,37,control3,99,81,53.3,54.1,3,1988,19,20.02,,,,,33,,49,,-7.8,0:02:01,32.9,MIL is OFF0 codes,,,,
1052,1.51E+12,-584.167.323,-3.519.516.572,43,control3,100,81,52.9,38.8,3,1512,100,14.78,,,,,33,,48,,-5.5,0:02:05,31,MIL is OFF0 codes,,,,
1053,1.51E+12,-58.421.477,-3.519.517.093,45,control3,100,82,52.5,31.4,3,1722,70,13.46,,,,,33,,61,,5.5,0:02:09,31.4,MIL is OFF0 codes,,,,
1054,1.51E+12,-58.427.316,-3.519.528.164,46,control3,100,82,52.5,42,3,2183,47,13.01,,,,,32,,,,0,0:02:13,29.8,MIL is OFF0 codes,,,,
1055,1.51E+12,-58.433.278,-3.519.568.423,41,control3,100,82,52.2,45.5,3,2432,19,17.16,,,,,33,,70,,5.5,0:02:17,32.2,MIL is OFF0 codes,,,,
1056,1.51E+12,-584.377.473,-3.519.622.914,37,control3,100,81,52.2,50.2,3,1655,19,17.59,,,,,33,,39,,-7,0:02:21,32.2,MIL is OFF0 codes,,,,
1057,1.51E+12,-584.398.207,-3.519.663.808,40,control3,100,81,52.2,75.7,3,1544,78,26.48,,,,,33,,29,,5.5,0:02:25,35.3,MIL is OFF0 codes,,,,
1058,1.51E+12,-584.424.802,-3.519.663.727,39,control3,100,81,52.2,40.8,3,1568,92,12.54,,,,,33,,44,,6.2,0:02:29,30.2,MIL is OFF0 codes,,,,
1059,1.51E+12,-584.455.356,-3.519.688.124,40,control3,100,81,52.2,72.9,3,2363,37,25.16,,,,,32,,55,,-3.9,0:02:33,34.9,MIL is OFF0 codes,,,,
1060,1.51E+12,-584.492.686,-3.519.730.711,38,control3,100,82,49.8,24.3,3,1946,72,21.43,,,,,32,,64,,3.1,0:02:37,38,MIL is OFF0 codes,,,,
1061,1.51E+12,-584.533.289,-3.519.776.946,40,control3,100,82,50.6,100,3,2198,23,44.06,,,,,32,,68,,-3.1,0:02:41,83.5,MIL is OFF0 codes,,,,
1062,1.51E+12,-584.577.168,-3.519.828.727,38,control3,,82,52.5,82.7,3,1872,38,10.12,,,,,33,,70,,8.6,0:02:45,27.1,MIL is OFF0 codes,,,,
1063,1.51E+12,-584.624.631,-3.519.881.981,38,control3,100,82,51.8,17.6,3,1881,18,4.15,,,,,33,,65,,5.5,0:02:49,21.6,MIL is OFF0 codes,,,,
1064,1.51E+12,-584.667.697,-3.519.932.333,41,control3,100,82,51.4,31.8,3,1716,19,6.57,,,,,33,,56,,10.2,0:02:53,22.4,MIL is OFF0 codes,,,,
1065,1.51E+12,-584.706.297,-3.519.976.279,41,control3,100,82,51.4,16.5,3,1435,32,3.95,,,,,33,,26,,14.8,0:02:57,21.6,MIL is OFF0 codes,,,,
